name,description,category,brand,product_details,average_rating,reviews_count,price
"Luxury Balinese Turquoise Bracelet, XL — Silver Jewelry","Bring the spirit of Bali into your home with this Turquoise Bracelet. Sourced from Celuk, Bali, Indonesia and crafted with Silver Alloy, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Silver Jewelry,UbudCreativeHouse,"Silver, Jewelry, UbudArt, CeramicBali, BohoStyle",4.71,35,8.0
"Elegant Balinese Sandalwood Incense Stick, XL — Incense & Aromatherapy","elegant Sandalwood Incense Stick from Ubud, Bali, Indonesia. Crafted using Natural Resin by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Incense & Aromatherapy,BaliCraft,"Incense, Aromatherapy, IslandArt, CeramicBali, BaliHandcraft",4.91,293,352.48
"Heritage Balinese Pandan Incense Cone, Large — Incense & Aromatherapy","Discover this heritage Pandan Incense Cone, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Sandalwood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,BaliArtisan,"Incense, Aromatherapy, WoodCarvingSculpture, BatchArtistry, GianyarCraft",4.95,424,139.63
"Heritage Balinese Balinese Dancers Acrylic, Large — Paintings on Canvas","Discover this heritage Balinese Dancers Acrylic, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KlungkungBatik,"Paintings, on, BohoStyle, TegallalangWood",4.92,174,186.38
"Premium Balinese Bali Bangle, Mini — Silver Jewelry","Bring the spirit of Bali into your home with this Bali Bangle. Sourced from Celuk, Bali, Indonesia and crafted with 925 Sterling Silver, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Silver Jewelry,UbudCreativeHouse,"Silver, Jewelry, UbudArt, IndonesianCraft, WoodCarving",4.66,467,29.6
"Handwoven Balinese Woven Placemats Set, Standard — Home Decor","Bring the spirit of Bali into your home with this Woven Placemats Set. Sourced from Ubud, Bali, Indonesia and crafted with Bamboo, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Home Decor,CelukStudio,"Home, Decor, BohoStyle, EcoFriendly, NaturalMaterial",4.52,414,183.19
"Custom Balinese Silver Cuff, Standard — Silver Jewelry","custom Silver Cuff from Mas Village, Bali, Indonesia. Crafted using 925 Sterling Silver by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Silver Jewelry,KutaDesign,"Silver, Jewelry, RattanBag, BalineseMask, BohoStyle",4.87,156,72.8
"Heritage Balinese Ceramic Oil Burner, Decorative — Ceramic & Pottery","heritage Ceramic Oil Burner — A true representation of Balinese artistry. Using Volcanic Sand & Stone Resin sourced from local villages, our artisans in Gianyar, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Ceramic & Pottery,DenpasarArtisan,"Ceramic, Pottery, IslandArt, UbudArt, EcoFriendly",4.7,230,195.06
"Rustic Balinese Tropical Landscape Oil, Medium — Paintings on Canvas","Discover this rustic Tropical Landscape Oil, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KlungkungDesign,"Paintings, on, BatchArtistry, TegallalangWood",4.78,159,437.32
"Handcrafted Balinese Demon Mask, Large — Masks & Folk Art","This Demon Mask is a masterpiece of Sukawati, Bali, Indonesia heritage. Made from ethically sourced Waru Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Masks & Folk Art,SukawatiDesign,"Masks, Folk, WoodCarvingSculpture, BalineseMask",4.97,117,401.38
"Artisan Balinese Balinese Dancers Acrylic, Medium — Paintings on Canvas","Bring the spirit of Bali into your home with this Balinese Dancers Acrylic. Sourced from Ubud, Bali, Indonesia and crafted with Canvas & Acrylic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,UbudWorkshop,"Paintings, on, OrganicBali, TegallalangWood",4.69,144,8.0
"Unique Balinese Traditional Dance Mask, Medium — Masks & Folk Art","Discover this unique Traditional Dance Mask, handcrafted in Sukawati, Bali, Indonesia using traditional Balinese techniques. The Painted Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Masks & Folk Art,SeminyakHandmade,"Masks, Folk, SustainableWood, WoodCarvingSculpture",4.68,439,164.32
"Custom Balinese Woven Placemats Set, Decorative — Home Decor","custom Woven Placemats Set from Celuk, Bali, Indonesia. Crafted using Rattan & Bamboo by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Home Decor,NusaWorkshop,"Home, Decor, EcoFriendly, OrganicBali, NaturalMaterial",4.72,426,28.26
"Custom Balinese Balinese Dancers Acrylic, Decorative — Paintings on Canvas","This Balinese Dancers Acrylic is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Canvas & Acrylic, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,CelukBoutique,"Paintings, on, CelukSilver, TegallalangWood",4.79,237,369.24
"Traditional Balinese Driftwood Mirror Frame, Standard — Home Decor","This Driftwood Mirror Frame is a masterpiece of Celuk, Bali, Indonesia heritage. Made from ethically sourced Driftwood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Home Decor,MasArtisan,"Home, Decor, CelukSilver, ArtisanMade, GianyarCraft",5.0,389,18.75
"Rustic Balinese Rattan Market Bag, Large — Rattan & Woven Bags","Bring the spirit of Bali into your home with this Rattan Market Bag. Sourced from Gianyar, Bali, Indonesia and crafted with Seagrass, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Rattan & Woven Bags,CelukArt,"Rattan, Woven, WoodCarvingSculpture, IncenseBali",4.71,374,80.25
"Rustic Balinese Coconut Aromatic Stick, Small — Incense & Aromatherapy","rustic Coconut Aromatic Stick — A true representation of Balinese artistry. Using Kemenyan Resin sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Incense & Aromatherapy,GianyarCreativeHouse,"Incense, Aromatherapy, BohoStyle, GianyarCraft, SustainableWood",4.93,456,206.14
"Rustic Balinese Bamboo Wind Chime, Small — Home Decor","This Bamboo Wind Chime is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Rattan & Bamboo, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Home Decor,MasWorkshop,"Home, Decor, CeramicBali, BohoStyle, WoodCarving",4.73,302,186.84
"Custom Balinese Barong Mask, XL — Masks & Folk Art","custom Barong Mask from Sukawati, Bali, Indonesia. Crafted using Waru Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Masks & Folk Art,CelukDesign,"Masks, Folk, NaturalMaterial, TegallalangWood",4.74,339,263.44
"Traditional Balinese Demon Mask, Large — Masks & Folk Art","Bring the spirit of Bali into your home with this Demon Mask. Sourced from Batubulan, Bali, Indonesia and crafted with Pule Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Masks & Folk Art,KlungkungHeritage,"Masks, Folk, IncenseBali, BalineseJewelry",4.8,111,311.39
"Elegant Balinese Turquoise Bracelet, Decorative — Silver Jewelry","Bring the spirit of Bali into your home with this Turquoise Bracelet. Sourced from Celuk, Bali, Indonesia and crafted with Sterling Silver & Turquoise, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Silver Jewelry,NusaWorkshop,"Silver, Jewelry, TraditionalCraft, CeramicBali, RattanBag",4.5,205,258.95
"Vintage Balinese Indigo Batik Cloth, Standard — Batik & Textile","Discover this vintage Indigo Batik Cloth, handcrafted in Sukawati, Bali, Indonesia using traditional Balinese techniques. The Cotton construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Batik & Textile,KlungkungHeritage,"Batik, Textile, IndonesianCraft, NaturalMaterial, BatchArtistry",4.67,259,272.05
"Handwoven vintage Bali Glazed Stoneware Bowl, Standard — Ceramic & Pottery","Bring the spirit of Bali into your home with this Glazed Stoneware Bowl. Sourced from Gianyar, Bali, Indonesia and crafted with Volcanic Sand & Stone Resin, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Ceramic & Pottery,SukawatiHeritage,"Ceramic, Pottery, TegallalangWood, BaliHandcraft, ArtisanMade",4.91,60,247.32
"Carved Balinese Sandalwood Incense Stick, Mini — Incense & Aromatherapy","Discover this carved Sandalwood Incense Stick, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Kemenyan Resin construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,BaliBotanica,"Incense, Aromatherapy, SilverJewelry, SustainableWood, BalineseMask",4.89,390,220.45
"Luxury Balinese Bali Clay Wind Chime, Small — Ceramic & Pottery","Bring the spirit of Bali into your home with this Bali Clay Wind Chime. Sourced from Batubulan, Bali, Indonesia and crafted with Volcanic Sand & Stone Resin, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Ceramic & Pottery,SukawatiHeritage,"Ceramic, Pottery, SilverJewelry, RattanBag, EcoFriendly",4.67,118,168.69
"Vintage Balinese Wayang Figure, Small — Wood Carving & Sculpture","This Wayang Figure is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Ebony Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,CelukDesign,"Wood, Carving, IncenseBali, CelukSilver",4.74,339,94.83
"Handwoven Balinese Hand-Painted Ceramic Vase, Large — Ceramic & Pottery","Discover this handwoven Hand-Painted Ceramic Vase, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Glazed Stoneware construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Ceramic & Pottery,SanurCraft,"Ceramic, Pottery, CelukSilver, SustainableWood, TraditionalCraft",4.5,413,287.66
"Elegant Balinese Driftwood Mirror Frame, Mini — Home Decor","This Driftwood Mirror Frame is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Rattan & Bamboo, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Home Decor,SanurHandmade,"Home, Decor, RattanBag, IslandArt, BaliHandcraft",4.7,121,131.88
"Premium Balinese Moonstone Necklace, Mini — Silver Jewelry","premium Moonstone Necklace from Mas Village, Bali, Indonesia. Crafted using Sterling Silver & Turquoise by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Silver Jewelry,NusaArt,"Silver, Jewelry, RattanBag, HomeDecorationBali, WoodCarvingSculpture",4.64,77,163.69
"Handwoven Balinese Lotus Flower Carving, Mini — Wood Carving & Sculpture","Discover this handwoven Lotus Flower Carving, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Cempaka Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,SeminyakHeritage,"Wood, Carving, GianyarCraft, CelukSilver",4.67,204,8.0
"Artisan Balinese Silver Cuff, Small — Silver Jewelry","artisan Silver Cuff from Celuk, Bali, Indonesia. Crafted using Silver Alloy by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Silver Jewelry,KutaDesign,"Silver, Jewelry, EcoFriendly, TraditionalCraft, WoodCarvingSculpture",4.81,333,40.81
"Premium Balinese Batik Wall Art, XL — Wall Art & Panels","Discover this premium Batik Wall Art, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Teak Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wall Art & Panels,KlungkungHandmade,"Wall, Art, SustainableWood, TegallalangWood",5.0,274,204.17
"Exquisite Balinese Rice Field Watercolor, Decorative — Paintings on Canvas","exquisite Rice Field Watercolor from Ubud, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,NusaHeritage,"Paintings, on, NaturalMaterial, OrganicBali",4.67,363,147.22
